id,year_birth,education,marital_status,income,sex,nationality,zipcode
3011,1965,Graduation,Married,69139,f,Portugal,95999
3298,1956,Master,Married,52973,f,Greece,99761
8286,1965,PhD,Together,51717,m,Poland,99259
9668,1971,Graduation,Married,18793,m,Hungary,99116
5120,1982,2n Cycle,Together,66664,m,Poland,93455
6097,1959,Graduation,Single,50664,f,Denmark,99555
7019,1963,Graduation,Together,54414,m,Portugal,90473
7408,1952,PhD,Married,54549,m,Ireland,91809
8041,1971,PhD,Widow,47111,f,Hungary,93824
252,1963,PhD,Divorced,41003,f,Portugal,94430
9986,1982,Graduation,Together,19444,f,Finland,94255
3276,1976,2n Cycle,Together,36301,f,Germany,97468
3859,1947,PhD,Together,73059,m,Italy,91661
3570,1969,PhD,Together,42731,m,Hungary,94013
3783,1959,PhD,Married,52854,m,Germany,97329
10207,1978,Graduation,Together,22775,m,GreatBritain,93759
10906,1948,PhD,Together,46681,f,Poland,92048
3427,1955,PhD,Married,59821,f,France,94353
5209,1954,Graduation,Divorced,50002,f,Austria,93279
10711,1945,Graduation,Married,69755,m,Ireland,91902
10785,1969,Graduation,Married,44078,f,Ireland,98287
2814,1976,Master,Together,30560,m,Portugal,96418
6866,1969,Master,Together,35924,f,Finland,93435
1665,1964,PhD,Divorced,64140,f,Greece,99240
6575,1981,Graduation,Together,56386,f,Spain,95599
3829,1979,Basic,Together,24594,m,Greece,95138
3091,1981,2n Cycle,Together,75774,f,Denmark,93696
10141,1960,Master,Divorced,39228,m,Poland,90528
5177,1974,Master,Married,58494,m,France,94589
7005,1981,Graduation,Single,58684,f,France,97626
6409,1967,Graduation,Divorced,57136,f,Poland,92196
7485,1950,PhD,Widow,56551,m,Poland,99341
8079,1982,Graduation,Married,22448,m,GreatBritain,96627
8395,1961,Graduation,Single,82014,m,Hungary,96686
10352,1963,Graduation,Widow,34213,f,Poland,96359
4931,1977,Graduation,Together,157146,f,Austria,99627
13,1947,PhD,Widow,25358,f,GreatBritain,90055
1834,1978,Master,Single,35544,f,GreatBritain,91092
2285,1954,Master,Together,36634,f,Spain,98416
2295,1954,PhD,Married,62670,m,Spain,95684
1378,1972,2n Cycle,Together,50334,m,GreatBritain,95832
2781,1981,Graduation,Single,72066,f,GreatBritain,91418
1165,1958,PhD,Single,50729,f,GreatBritain,90282
1404,1968,Graduation,Together,34916,m,Greece,92544
6457,1976,Graduation,Divorced,64892,m,Finland,97358
2639,1966,Graduation,Single,43602,m,Poland,98825
8299,1989,PhD,Single,33996,f,Italy,93102
6437,1985,2n Cycle,Single,41473,f,Germany,98837
6912,1967,PhD,Married,63246,f,Italy,99173
7327,1959,PhD,Married,36732,f,Finland,92940
5299,1970,PhD,Married,69084,m,Spain,93735
4127,1967,PhD,Married,77766,m,Germany,93128
8143,1985,PhD,Single,37929,m,Spain,98767
1964,1951,Graduation,Together,86610,m,Hungary,96731
3690,1986,Master,Married,80141,m,Germany,95316
3433,1955,2n Cycle,Married,72635,m,Italy,96048
3389,1970,Graduation,Married,69016,f,Poland,91374
4712,1991,2n Cycle,Together,20193,m,Portugal,97951
1170,1975,Graduation,Married,27573,m,Poland,95064
6347,1979,Basic,Single,15862,f,Portugal,92277
4065,1976,PhD,Married,49544,f,Portugal,98106
8230,1980,Graduation,Married,33228,m,Ireland,92527
1215,1978,Graduation,Together,70440,f,Poland,97658
5939,1971,Graduation,Together,38232,m,Portugal,96237
2156,1955,PhD,Married,22554,f,Ireland,95763
7788,1983,PhD,Married,23536,f,Greece,90442
10323,1952,Graduation,Married,49413,f,Greece,95023
7947,1969,Graduation,Married,42231,m,Spain,99548
1891,1980,Master,Divorced,78789,m,Denmark,91880
2570,1968,Graduation,Together,56534,f,Finland,93829
9256,1971,Graduation,Single,58350,m,Austria,96806
295,1989,Graduation,Single,81217,m,France,90729
7397,1951,Graduation,Single,49090,m,Denmark,98551
6349,1987,Master,Divorced,61787,m,Germany,92656
10790,1985,PhD,Married,18169,f,Italy,95666
10398,1981,2n Cycle,Single,24336,f,Spain,99277
2431,1990,Graduation,Married,18222,f,Italy,92812
550,1952,Graduation,Divorced,62335,f,Italy,92146
1890,1971,2n Cycle,Together,42033,f,Germany,99326
10742,1983,PhD,Married,86580,f,Poland,95552
10356,1957,PhD,Divorced,41437,f,Germany,94380
4676,1951,Master,Widow,73705,f,Hungary,91749
8852,1976,Graduation,Married,61064,m,Hungary,92133
3565,1955,Master,Married,38452,f,Austria,93996
5294,1989,Graduation,Single,18358,f,Greece,90346
1958,1973,PhD,Together,55012,m,Denmark,98513
7349,1973,Basic,Together,9722,f,Hungary,90966
8799,1984,PhD,Married,38175,f,Finland,95405
1351,1956,Master,Together,58656,m,Italy,92748
1045,1965,Graduation,Together,52117,f,GreatBritain,90759
7732,1978,Graduation,Married,64813,f,Poland,98121
8070,1973,PhD,Married,54222,f,France,97371
477,1986,Graduation,Married,83512,f,Italy,98212
7832,1959,Master,Married,77520,m,Finland,98938
2202,1978,Graduation,Together,41154,f,Portugal,99330
7396,1966,Graduation,Married,80398,f,Spain,97423
4055,1992,Basic,Single,18746,m,Germany,97037
10340,1984,Graduation,Together,35196,m,Austria,92077
10091,1956,Graduation,Single,60230,f,Denmark,99144
7629,1977,Graduation,Married,22108,f,Portugal,99332
10640,1974,Graduation,Together,44392,f,Spain,94267
3498,1976,PhD,Married,55424,m,France,93431
6742,1979,Graduation,Married,17688,f,Denmark,95803
1172,1983,PhD,Married,92491,m,Hungary,98839
569,1991,Graduation,Single,90273,m,Austria,97621
4686,1962,PhD,Widow,82571,m,Denmark,90955
1381,1982,PhD,Single,38513,f,Hungary,90154
2634,1979,Master,Single,16653,f,Portugal,97160
10905,1955,Graduation,Together,42586,m,Greece,94721
1744,1965,Basic,Single,23529,m,Finland,97303
1000,1961,Master,Together,74881,f,Hungary,99497
3828,1951,Graduation,Married,71107,m,Italy,93390
8605,1964,PhD,Together,46910,m,Poland,92662
10304,1959,Graduation,Married,18690,f,Germany,97094
4351,1955,Graduation,Divorced,37244,m,Greece,90788
10129,1966,Graduation,Together,82427,m,Italy,91297
2499,1958,2n Cycle,Single,75342,f,Denmark,97577
10092,1954,Graduation,Divorced,70044,f,Denmark,94873
7500,1967,Graduation,Single,79146,m,Spain,91377
5796,1963,Graduation,Married,77437,f,GreatBritain,93305
10556,1959,Graduation,Married,54984,f,Italy,99988
1064,1971,PhD,Married,42403,m,Finland,99020
48,1964,Graduation,Together,55761,m,Austria,98756
7610,1983,Graduation,Together,37292,f,Italy,91963
263,1945,PhD,Single,45576,m,Spain,94125
10814,1947,Graduation,Together,70321,m,Germany,94680
9710,1969,PhD,Divorced,58086,f,France,93692
9292,1952,Graduation,Married,81795,m,Ireland,99331
10250,1947,Basic,Together,28389,m,Germany,92509
7881,1946,Master,Married,66835,m,Hungary,98124
5847,1969,Graduation,Divorced,69901,f,Spain,98201
737,1949,PhD,Married,80360,m,Greece,93898
3571,1961,PhD,Together,63342,f,GreatBritain,93819
7807,1974,Graduation,Married,44989,m,Ireland,90329
3878,1980,2n Cycle,Single,31859,m,Greece,99584
5092,1949,PhD,Widow,51569,m,France,97678
2154,1971,Graduation,Widow,30372,f,Italy,93728
5394,1979,Basic,Single,16014,m,Ireland,94962
3798,1968,Graduation,Married,41120,f,Denmark,94479
3524,1971,Master,Single,39763,m,Austria,90436
5247,1955,PhD,Married,38725,m,Spain,93532
5883,1972,Graduation,Married,77981,m,GreatBritain,90168
2118,1964,2n Cycle,Married,62905,f,Austria,90125
8812,1979,2n Cycle,Divorced,13533,m,Denmark,97957
6616,1975,Graduation,Together,59481,m,Germany,92368
2797,1977,Graduation,Married,72117,f,Austria,94306
4328,1986,2n Cycle,Married,21955,f,Austria,90446
9167,1956,Graduation,Married,67131,f,Spain,94957
10560,1980,PhD,Single,36802,f,Portugal,91442
2631,1982,Graduation,Together,71853,m,GreatBritain,91668
8312,1961,Basic,Married,28249,m,Ireland,98600
5534,1975,Master,Married,47808,f,Ireland,95240
5093,1974,PhD,Divorced,25509,f,Hungary,96910
7592,1946,PhD,Married,51012,m,Hungary,99037
8895,1985,Graduation,Single,70596,f,Austria,97040
8584,1952,PhD,Together,85431,m,Ireland,97064
2694,1967,Graduation,Married,42664,m,Denmark,91606
8910,1955,Graduation,Together,42586,f,Hungary,92313
7433,1985,Graduation,Single,29760,f,Portugal,92616
164,1977,PhD,Married,28973,f,Italy,90470
10477,1973,PhD,Together,39435,f,Denmark,94580
2681,1984,2n Cycle,Married,65370,m,Hungary,90616
5150,1979,Basic,Single,20194,f,Greece,95914
5283,1976,PhD,Single,42473,m,Italy,98920
9645,1968,Graduation,Married,64590,f,Greece,97986
10678,1959,Graduation,Together,71232,m,Greece,96110
7261,1971,Graduation,Together,34600,f,Spain,98075
9648,1967,Graduation,Single,46904,m,Hungary,97211
2870,1973,Graduation,Married,49094,m,Poland,95971
8008,1983,Graduation,Together,36075,f,Denmark,95773
1513,1979,2n Cycle,Together,60839,f,Portugal,93097
6173,1979,Graduation,Together,77298,m,Hungary,94436
1419,1950,Graduation,Together,34026,m,GreatBritain,96096
9150,1963,PhD,Single,48918,m,Denmark,98511
7960,1962,2n Cycle,Together,82122,m,Austria,90569
1250,1976,Graduation,Single,37697,f,Denmark,90219
9905,1952,Graduation,Together,34074,f,Italy,94558
10691,1960,Master,Married,28520,f,Ireland,98765
7002,1955,Graduation,Single,62535,m,Portugal,94917
2952,1977,Master,Single,36273,f,Finland,91641
8439,1964,Graduation,Together,63404,f,Germany,92312
762,1981,2n Cycle,Together,75774,f,Ireland,98148
2831,1976,Graduation,Together,78416,m,Finland,99762
6977,1974,Graduation,Together,75702,m,Austria,91554
6289,1951,Master,Together,59385,f,GreatBritain,96287
4168,1966,Graduation,Single,37070,f,Denmark,99541
8397,1951,Graduation,Married,44689,m,Finland,97451
9284,1958,Graduation,Together,53977,m,Germany,91360
6237,1966,PhD,Single,7144,f,Ireland,99556
3130,1964,Graduation,Single,18701,m,Finland,99443
1619,1956,Graduation,Married,90369,m,GreatBritain,90096
1990,1974,PhD,Single,63159,m,Spain,94568
5513,1966,Graduation,Together,37758,f,Hungary,95491
269,1963,PhD,Single,46757,f,Austria,95509
8093,1969,Master,Married,79734,f,Greece,97381
10513,1992,Graduation,Together,63207,m,Denmark,96111
10177,1954,Graduation,Divorced,72071,m,Greece,94398
2549,1983,PhD,Together,21840,f,Hungary,92502
5782,1982,2n Cycle,Together,58582,f,Finland,95752
10057,1951,Graduation,Single,72282,f,GreatBritain,93778
10307,1956,Graduation,Married,50387,f,Hungary,96339
8566,1961,PhD,Together,32583,f,Austria,96050
2415,1962,Graduation,Together,62568,f,Italy,96381
5684,1971,Master,Divorced,44635,f,Hungary,94999
8334,1971,Master,Single,33316,f,Spain,99441
9166,1968,Graduation,Married,63967,f,Denmark,92716
1440,1978,2n Cycle,Together,52513,f,Hungary,99250
78,1969,Graduation,Married,25293,m,Ireland,99761
5441,1965,PhD,Widow,54111,f,GreatBritain,97599
5302,1986,Graduation,Together,78394,f,Greece,96392
4687,1958,Master,Married,80739,f,Denmark,99168
1087,1975,Master,Together,22669,m,Greece,93949
6859,1987,Graduation,Single,29236,m,Greece,93671
9860,1959,Graduation,Together,44911,f,Finland,94487
7129,1962,PhD,Married,54693,m,Poland,92190
5866,1974,Graduation,Together,48186,m,Germany,92077
10521,1977,Graduation,Married,54809,m,Italy,93504
7393,1978,Graduation,Together,41580,f,France,92885
7849,1970,PhD,Married,80336,m,Ireland,97317
332,1957,Graduation,Married,47743,m,Italy,95762
9847,1955,2n Cycle,Married,62972,f,Austria,95356
531,1954,PhD,Divorced,57333,f,Austria,96525
9576,1982,PhD,Together,32313,f,Greece,90643
6906,1953,Master,Widow,84953,f,Ireland,98735
7419,1968,Master,Divorced,27071,f,Poland,93767
3170,1957,Master,Together,68148,f,GreatBritain,97466
8527,1965,Master,Together,65735,m,Germany,90108
7872,1975,PhD,Married,86836,m,Hungary,93049
9931,1963,PhD,Married,4023,m,GreatBritain,90409
10595,1990,Graduation,Married,30093,f,Hungary,91454
4609,1966,PhD,Married,57705,f,Denmark,95491
5010,1988,Graduation,Single,25008,m,Austria,93318
4427,1995,2n Cycle,Single,83257,f,Hungary,90561
11148,1975,Graduation,Together,22280,m,Germany,99632
1168,1978,PhD,Married,72159,f,Finland,96623
9595,1961,Graduation,Together,64260,m,Germany,91802
10163,1984,PhD,Single,82733,m,Italy,93709
2886,1971,Master,Divorced,74290,f,GreatBritain,91199
6710,1951,Master,Single,58217,f,Greece,93306
5316,1976,Master,Together,21024,f,Denmark,92136
9029,1972,PhD,Married,70116,m,Spain,94335
521,1985,Graduation,Together,54006,m,Austria,98266
1459,1966,PhD,Married,69063,f,Ireland,98548
10241,1975,2n Cycle,Divorced,11448,m,Denmark,93557
1630,1979,Graduation,Single,61825,f,Greece,95193
3254,1971,Graduation,Married,70886,m,Denmark,91941
9064,1982,Graduation,Married,69109,m,France,92080
3678,1973,Graduation,Widow,60208,f,Denmark,94673
4227,1968,Master,Together,32889,f,GreatBritain,96271
9467,1984,Graduation,Single,34738,m,Italy,98761
8486,1971,Master,Together,30538,f,Portugal,91860
2186,1977,2n Cycle,Together,82326,m,Finland,91477
3286,1967,PhD,Divorced,26642,m,Poland,90200
8602,1964,Graduation,Divorced,69932,m,Germany,98727
3722,1972,Graduation,Single,44503,m,Germany,90666
6715,1948,PhD,Single,60200,m,Austria,90894
4796,1952,Graduation,Divorced,49638,f,Denmark,92536
9612,1987,2n Cycle,Single,23830,f,Portugal,97644
3766,1959,Master,Widow,33051,f,Greece,95514
1399,1958,Graduation,Married,72905,m,Ireland,97931
1570,1951,PhD,Together,69702,f,France,97495
3426,1975,Graduation,Divorced,70300,m,Hungary,97065
3074,1984,PhD,Married,70643,m,Ireland,98939
8341,1969,PhD,Married,30396,m,Austria,95727
5180,1968,PhD,Divorced,50616,f,Denmark,94605
6461,1969,Master,Single,62772,m,Austria,99289
7679,1985,PhD,Single,30298,f,Germany,91240
10702,1984,Graduation,Single,52413,f,GreatBritain,99533
7505,1957,PhD,Married,44155,f,Italy,90098
5113,1971,PhD,Divorced,86979,f,France,98670
10858,1975,Graduation,Together,76532,m,Poland,96667
2961,1982,Graduation,Married,42081,m,Hungary,94895
2747,1988,PhD,Married,67546,m,Poland,90236
3010,1989,Master,Together,88420,m,Austria,95299
5790,1985,Graduation,Married,31158,m,France,92067
6892,1968,Graduation,Divorced,61671,m,Finland,90512
1743,1974,Graduation,Single,69719,m,Ireland,92707
3578,1949,Graduation,Divorced,49160,m,Poland,98804
8462,1978,Basic,Together,24882,m,Spain,93918
5558,1954,PhD,Single,90933,m,Austria,91227
4619,1945,PhD,Single,113734,f,Germany,99317
8780,1950,PhD,Together,59292,m,Ireland,97929
10789,1964,PhD,Married,45759,m,Poland,99167
10779,1983,Graduation,Single,22148,m,Ireland,96351
5896,1987,Master,Married,73395,m,Denmark,95411
2337,1971,Graduation,Divorced,29819,m,Hungary,90112
10951,1968,Graduation,Married,45688,m,GreatBritain,94359
544,1954,Graduation,Married,62820,m,Finland,94268
17,1971,PhD,Married,60491,m,Finland,92119
10680,1986,Graduation,Together,33235,m,Austria,94967
3265,1959,Graduation,Married,35701,f,Austria,95711
5623,1980,Master,Married,31535,m,Finland,94257
5832,1960,2n Cycle,Together,92556,f,Austria,91017
5544,1970,Graduation,Single,67384,f,Denmark,92712
6417,1971,Master,Together,80573,m,Denmark,92294
5831,1967,Graduation,Married,77870,m,Spain,97938
7101,1963,PhD,Widow,52278,m,Portugal,99522
10176,1968,Graduation,Single,57107,m,Italy,98959
2326,1990,Graduation,Married,18929,m,Poland,90683
4385,1981,PhD,Single,36038,f,GreatBritain,93103
2929,1976,Graduation,Single,20180,f,Austria,91169
10686,1965,PhD,Together,34230,m,Germany,94618
2546,1977,2n Cycle,Single,31878,f,Hungary,96646
3283,1972,2n Cycle,Married,70932,m,Italy,97347
3138,1956,Graduation,Single,91249,f,Finland,90144
4994,1943,Master,Single,77598,m,Denmark,93825
7966,1959,Graduation,Single,80982,m,Ireland,92919
3112,1977,Master,Married,22701,m,Greece,98963
10872,1969,PhD,Married,55212,f,France,93427
2181,1970,Graduation,Married,70617,m,Ireland,96755
1867,1957,Graduation,Single,64849,m,GreatBritain,99072
1518,1965,Master,Married,62694,m,Finland,90726
5734,1974,PhD,Married,61917,f,Spain,94562
2878,1947,PhD,Married,67472,m,France,99851
1458,1982,Master,Married,21059,f,Italy,93187
7007,1968,Master,Married,29543,f,GreatBritain,98022
6200,1951,Graduation,Married,75903,m,Greece,93718
1403,1975,2n Cycle,Together,34984,m,France,97814
4827,1956,PhD,Single,54998,f,Germany,95609
6250,1949,PhD,Widow,54356,f,Denmark,92043
9291,1959,Master,Married,34242,m,Germany,96576
2478,1973,Graduation,Married,25410,f,Germany,91233
1139,1984,PhD,Married,73356,f,GreatBritain,97661
5138,1950,Graduation,Together,28320,m,Hungary,98691
5393,1977,Graduation,Single,23763,f,Austria,93603
10413,1984,Graduation,Married,72570,m,Denmark,99889
5015,1976,Master,Married,34529,f,Hungary,97083
10868,1951,Graduation,Widow,70792,f,Austria,90102
10676,1982,Graduation,Married,63211,f,Ireland,98957
2495,1974,Master,Married,83891,f,Portugal,99846
7842,1968,Graduation,Single,36065,f,Germany,99123
9955,1954,Graduation,Together,39898,m,Italy,96665
6663,1940,PhD,Single,51141,m,France,91100
2162,1976,Graduation,Married,56939,m,Greece,95236
3434,1951,Graduation,Single,80872,f,Austria,93847
7919,1976,PhD,Together,72335,m,Finland,97718
5626,1964,PhD,Single,61798,f,Poland,99019
6428,1950,PhD,Widow,76842,m,Austria,96983
8514,1976,Graduation,Together,29478,f,Poland,90403
10448,1956,Graduation,Single,46998,f,Germany,92532
2109,1990,Graduation,Single,96843,m,Austria,97869
7530,1950,PhD,Widow,56551,f,Germany,96378
8925,1965,Master,Married,70053,f,Spain,96671
3009,1962,PhD,Widow,71670,f,Austria,91136
6355,1978,Graduation,Married,44359,f,Austria,97306
3517,1952,Graduation,Single,40887,f,Greece,91382
1158,1966,Graduation,Divorced,48877,m,Austria,90709
6203,1947,Graduation,Together,74485,f,France,92076
7165,1972,Graduation,Together,64474,f,France,91923
3595,1963,Graduation,Together,77226,m,Portugal,91955
8537,1949,Graduation,Widow,72643,m,Portugal,97153
4331,1978,Master,Together,85738,f,Hungary,99876
6281,1966,Graduation,Divorced,55686,f,Austria,95342
4338,1983,Graduation,Single,39062,m,Greece,93831
2452,1971,Graduation,Together,34600,f,Greece,92826
9507,1975,Graduation,Married,40794,m,Hungary,95850
8360,1971,2n Cycle,Married,54690,f,Poland,99734
10311,1969,Graduation,Married,4428,f,Portugal,94319
5117,1963,2n Cycle,Married,32632,f,Hungary,90176
4867,1968,PhD,Single,38236,f,Portugal,99894
9289,1979,Graduation,Married,36781,m,Germany,94894
10913,1984,Master,Single,31385,f,Ireland,91034
3032,1984,Graduation,Married,24570,m,Spain,97839
8524,1974,PhD,Divorced,25509,m,Austria,95756
3334,1951,Graduation,Married,94642,m,Germany,91704
4470,1962,Master,Married,58646,m,GreatBritain,92577
1406,1975,Graduation,Single,53201,m,Ireland,93265
8619,1957,Graduation,Together,21994,f,Austria,93757
10821,1978,Graduation,Married,57113,f,GreatBritain,98256
4552,1991,Graduation,Married,51373,m,Hungary,98694
898,1986,Graduation,Married,23477,f,Hungary,92648
9797,1956,Graduation,Married,58116,m,GreatBritain,99724
10949,1963,PhD,Divorced,72968,m,Finland,92660
8212,1971,Master,Married,39791,m,Hungary,97070
6248,1947,Master,Single,91712,f,Denmark,95687
10164,1958,Graduation,Single,94472,m,Spain,98985
4547,1960,Graduation,Together,13672,f,Germany,90943
6815,1980,2n Cycle,Married,96547,f,France,92960
4122,1975,Graduation,Married,79205,f,Austria,94695
10841,1975,PhD,Together,56559,f,Greece,92196
5370,1973,PhD,Married,32644,f,GreatBritain,96204
176,1980,2n Cycle,Single,67506,f,Hungary,95200
4860,1970,Graduation,Single,24206,f,Finland,98005
10757,1967,PhD,Divorced,28420,f,Austria,97294
4023,1970,Graduation,Married,22979,f,Spain,90879
6679,1966,Graduation,Single,33279,f,Spain,95275
9923,1972,Master,Single,46423,m,France,95613
7181,1977,Graduation,Married,30368,f,Italy,92712
3599,1970,Graduation,Married,63684,m,France,95591
405,1964,Graduation,Divorced,41638,m,Hungary,96744
6870,1959,PhD,Divorced,68805,m,Portugal,99514
832,1966,PhD,Together,65814,f,Hungary,98136
2002,1958,Graduation,Divorced,71964,f,Germany,96955
3657,1986,Graduation,Single,39146,f,Austria,93939
500,1977,Graduation,Together,96876,f,Greece,91289
1951,1981,Basic,Married,34445,m,Greece,99899
3262,1958,Graduation,Single,68281,m,France,91222
4102,1975,2n Cycle,Married,37284,f,Poland,94466
7042,1983,Graduation,Married,36790,f,France,92666
10598,1967,Graduation,Together,27943,f,GreatBritain,93412
255,1951,Graduation,Divorced,22263,f,Portugal,93644
2375,1972,Graduation,Together,30261,f,Greece,98425
9829,1978,Graduation,Together,28587,f,France,95380
6214,1982,Master,Married,43815,f,Portugal,97377
4954,1956,Graduation,Married,48195,f,Greece,96907
7861,1952,Master,Married,77027,f,Italy,90204
4837,1965,PhD,Married,71322,m,Denmark,95275
9423,1979,Master,Married,32765,m,Italy,96273
4198,1965,Graduation,Together,29672,m,Denmark,90738
153,1953,Graduation,Divorced,23272,f,Portugal,95925
9323,1949,Master,Together,49912,f,Portugal,99665
10001,1985,2n Cycle,Together,7500,f,Germany,99627
3945,1947,PhD,Widow,68117,m,Austria,91727
3799,1955,Graduation,Married,67225,m,Denmark,90656
8625,1976,Graduation,Married,17649,f,Denmark,96340
3491,1975,Graduation,Together,55914,f,Ireland,94862
983,1984,Graduation,Married,40059,f,GreatBritain,93175
9119,1950,Graduation,Together,60905,f,Austria,92988
4786,1977,Graduation,Married,75330,m,Poland,94269
5872,1951,Graduation,Single,60689,f,Ireland,96285
6568,1984,Graduation,Married,38680,f,Denmark,98108
5628,1982,Graduation,Together,61416,m,Hungary,99207
5631,1991,Graduation,Single,49767,m,Portugal,91566
4974,1970,Graduation,Single,83273,f,Denmark,97868
8416,1981,Graduation,Married,29009,f,Poland,93692
5454,1979,Master,Married,45057,m,Portugal,98357
4095,1971,Graduation,Married,37150,f,Italy,94629
5474,1970,Graduation,Single,43020,m,Germany,90531
4268,1959,Graduation,Married,53154,f,Germany,95482
10701,1973,Graduation,Married,65308,m,Finland,92151
3507,1970,Graduation,Single,76467,m,Spain,94657
2079,1947,2n Cycle,Married,81044,m,Italy,95510
626,1951,Graduation,Married,32871,f,Greece,94609
4426,1975,Graduation,Single,55801,f,Hungary,95974
2591,1959,Graduation,Widow,76320,m,Portugal,94805
10509,1955,Master,Single,36927,m,GreatBritain,99490
6382,1953,Graduation,Together,48794,f,Greece,95432
6673,1965,Graduation,Single,23478,m,Austria,93910
7441,1973,Graduation,Divorced,71128,m,Spain,96200
1071,1976,PhD,Divorced,70179,f,Germany,98873
10061,1950,Graduation,Married,59462,f,Poland,91952
8775,1969,Graduation,Together,38361,f,Greece,93232
2345,1982,PhD,Together,70038,m,GreatBritain,92220
322,1978,Graduation,Together,42554,m,GreatBritain,97162
10897,1974,Graduation,Married,67445,f,Hungary,90909
123,1951,Graduation,Widow,67046,f,Poland,99845
6103,1948,Graduation,Married,42192,f,Ireland,97078
7899,1952,PhD,Married,77610,m,Poland,91401
10500,1984,Graduation,Married,31761,m,Denmark,91771
1655,1979,Graduation,Together,34350,m,Hungary,90640
2406,1949,Graduation,Together,54591,m,Finland,93347
2712,1956,Graduation,Married,71866,f,Italy,99702
5517,1969,Graduation,Married,25293,m,Finland,90538
10643,1987,PhD,Single,42000,f,Denmark,98247
2254,1983,Graduation,Married,69520,f,Portugal,95165
10281,1970,Graduation,Divorced,64713,m,Denmark,99557
6958,1977,Master,Married,27889,m,Spain,99865
954,1960,Basic,Widow,22123,m,Austria,92288
4643,1973,Graduation,Married,27803,m,GreatBritain,94905
6497,1960,Graduation,Married,51651,m,Poland,95471
5396,1988,Graduation,Married,68487,m,Denmark,91145
1052,1969,Graduation,Married,56796,f,Austria,92053
2802,1992,2n Cycle,Married,87000,m,Spain,96371
6343,1959,Graduation,Married,79823,f,Greece,99025
6507,1980,Graduation,Single,30828,m,Poland,94439
7901,1971,Master,Married,34109,m,Portugal,91308
4865,1974,Master,Divorced,53367,f,Portugal,97544
2686,1969,Basic,Together,22390,f,Poland,92836
3107,1976,Graduation,Together,71322,m,Ireland,99730
7734,1993,Graduation,Absurd,79244,f,Austria,92047
1146,1949,Master,Together,49912,m,Ireland,91680
11031,1950,PhD,Married,48699,f,Spain,99345
7428,1975,Graduation,Together,80144,m,Denmark,91781
975,1956,Graduation,Single,54252,m,Portugal,99328
1103,1976,Master,Married,81929,m,GreatBritain,93528
3422,1975,Graduation,Married,76068,m,Austria,93198
1055,1976,Master,Married,53204,f,Spain,90207
6544,1949,PhD,Together,67911,f,Ireland,90511
1241,1984,2n Cycle,Married,14796,m,Austria,95194
2909,1974,PhD,Married,78128,f,Italy,91471
5802,1972,Basic,Married,14188,m,Spain,97692
1407,1986,Basic,Married,20425,f,Portugal,99420
6183,1962,Master,Married,58646,m,Finland,99278
340,1970,Graduation,Divorced,72967,f,Denmark,94926
5991,1949,Master,Married,48150,m,Germany,95796
3104,1961,Graduation,Single,82332,m,Italy,95035
9729,1955,Graduation,Widow,58275,m,Poland,97088
1008,1981,PhD,Together,44953,m,Greece,92229
11091,1953,Graduation,Together,34587,m,Austria,97706
3969,1974,Master,Together,43018,f,Austria,99235
1916,1954,Master,Married,45736,m,Italy,92661
9907,1969,Master,Together,66476,f,Hungary,91222
87,1981,2n Cycle,Married,27733,f,Greece,98835
8659,1952,PhD,Together,69805,f,Austria,92621
6262,1962,Master,Single,72217,m,Poland,93306
6147,1971,Graduation,Divorced,25818,f,Hungary,90021
8832,1976,Master,Together,37509,f,France,92914
10067,1976,2n Cycle,Together,25176,f,Denmark,90723
7532,1980,Graduation,Married,43586,f,Denmark,90164
4915,1956,2n Cycle,Married,53230,m,Germany,91979
2115,1957,Graduation,Together,50116,m,Austria,98690
2088,1972,Graduation,Together,84906,f,Greece,97764
2493,1966,Graduation,Married,61286,f,Italy,97415
6292,1986,PhD,Married,82333,f,Portugal,99895
1631,1965,PhD,Together,65220,m,Spain,98154
10104,1974,Graduation,Together,33590,m,Germany,98060
3006,1976,Graduation,Divorced,30992,f,Hungary,92723
3919,1976,Master,Single,72309,m,France,93019
11181,1949,PhD,Married,156924,f,Spain,98992
642,1980,Basic,Married,16005,m,Finland,94794
4369,1957,Master,Absurd,65487,f,Finland,96495
10127,1965,Graduation,Married,58692,m,GreatBritain,93658
271,1969,Graduation,Widow,40590,f,France,96627
4973,1970,Graduation,Single,20587,f,France,92177
2948,1954,Master,Divorced,62637,f,France,91218
2715,1966,Master,Divorced,29435,f,Portugal,91131
10432,1974,Graduation,Divorced,19346,f,Spain,96119
9216,1971,Graduation,Married,35788,f,Italy,98239
7124,1968,Graduation,Divorced,36997,f,Finland,90756
9727,1957,Graduation,Married,23539,f,Denmark,95568
5136,1973,Graduation,Single,65333,f,Finland,95255
9790,1957,Graduation,Single,78499,f,Ireland,93052
1818,1971,PhD,Together,29732,f,Italy,90501
1100,1960,Master,Together,41275,f,Portugal,95252
7873,1973,PhD,Together,63516,m,Italy,97192
10609,1962,PhD,Married,42769,f,Spain,97722
6950,1958,Master,Married,49572,f,France,97928
7233,1972,Graduation,Married,69209,f,Greece,96752
9481,1976,Graduation,Married,17148,m,Greece,97888
7699,1969,Graduation,Widow,40590,f,Greece,90566
2711,1976,Master,Together,30560,m,Spain,92777
8933,1983,2n Cycle,Married,32146,f,France,94717
8726,1964,2n Cycle,Divorced,41713,m,Portugal,98241
